Ticker,Name,Business,Market,IPO,MarketCap,Sector
SIBN,SI-BONE Inc,米国および国際的に独自の低侵襲外科用インプラントシステムを開発し、商品化している。腰痛の原因となる仙腸関節の機能不全を治療するために仙腸関節を融合するインプラントシステムであるiFuseを提供している。,NASDAQ,2018,996.11,Healthcare
SIC,Select Interior Concepts Inc A,インテリアデザイン、インテリア関連製品の設置工事や販売代理店事業に従事,NASDAQ,2018,278.37,Consumer Cyclical
SIEB,Siebert Financial Corp,米国の金融持株会社,NASDAQ,1980,134.21,Financial Services
SIEN,Sientra Inc,美容整形用製品を扱う企業,NASDAQ,2014,406.1,Healthcare
SIF,SIFCO Industries Inc,航空宇宙、エネルギー、防衛市場へ鍛造部品を提供しているサプライヤー,NYSE American,1973,60.49,Industrials
SIG,Signet Jewelers,宝石・腕時計を販売するバミューダの企業,NYSE,1988,3082.65,Consumer Cyclical
SIGA,SIGA Technologies Inc,米国の医薬品会社,NASDAQ,1997,502.79,Healthcare
SIGI,Selective Insurance Group Inc,子会社を通じて各種商業保険商品、代替リスク管理商品、管理医療および関連サービスを提供する保険持株会社。,NASDAQ,1980,4577.45,Financial Services
SILK,Silk Road Medical Inc,手術器具を製造、販売している医療器具メーカー。,NASDAQ,2019,1539.98,Healthcare
SINT,SiNtx Technologies Inc,脊髄等の固定のために用いる、医療用窒化ケイ素の製造を行う米国のバイオマテリアル会社,NASDAQ,2014,40.24,Healthcare
SIOX,Sio Gene Therapies Inc,臨床段階のバイオ医薬品メーカー。,NASDAQ,2015,128.08,Healthcare
SIRI,Sirius XM Holdings,衛星ラジオ放送会社,NASDAQ,1994,26467.28,Communication Services
SITE,SiteOne Landscape Supply Inc,野外照明、肥料、草の種子、芝生ケア用器具、およびゴルフ場用アクセサリー商品などを提供している園芸用品販売会社。,NYSE,2016,7190.7,Industrials
SITM,SiTime Corp,シリコンを素材とするタイミングシステムの開発に従事する半導体企業,NASDAQ,2019,1884.91,Technology
SIVB,SVB Financial Group,銀行・金融サービス持株会社。主要子会社シリコン・バレー・バンクを通じて、プライベートおよびコマーシャルバンキングサービスを提供している。,NASDAQ,1987,32375.06,Financial Services
SIX,Six Flags Entertainment Corporation,テーマパーク、ウォーターパーク、動物園などを所有する教育サービス会社テーマパーク運営会社。,NYSE,2010,3922.05,Consumer Cyclical
SJI,South Jersey Industries Inc,エネルギー関連商品を提供するエネルギーサービス持株会社,NYSE,1980,3098.34,Utilities
SJM,The JM Smucker,食品製造販売,NYSE,1994,15143.91,Consumer Defensive
SJR,Shaw Communications Inc B,カナダのテレコミュニケーション企業,NYSE,1998,14888.98,Communication Services
SJW,SJW Group,給水サービスを提供する公益事業会社,NYSE,1972,1891.96,Utilities
SKLZ,Skillz Inc,米国のゲーム・ソフトウェア企業,NYSE,2020,8052.69,Communication Services
SKX,Skechers USA A,若者向けの靴製造・販売メーカー,NYSE,1999,7196.11,Consumer Cyclical
SKY,Skyline Champion Corporation,独立系上場住宅会社。,NYSE,1973,2986.04,Consumer Cyclical
SKYW,SkyWest Inc,地方航空会社を運営している会社,NASDAQ,1986,2417.6,Industrials
SLAB,Silicon Laboratories,アナログ系混合シグナル IC（集積回路）メーカー,NASDAQ,2000,5940.42,Technology
SLB,Schlumberger,石油サービス会社。世界の石油企業に対して、技術やプロジェクト管理、情報サービスを提供,NYSE,1981,50927.17,Energy
SLCA,US Silica Holdings,工業用シリカと砂プロパントの生産会社,NYSE,2012,918.86,Energy
SLCT,Select Bancorp Inc,銀行持株会社,NASDAQ,2004,290.97,Financial Services
SLDB,Solid Biosciences Inc,筋ジストロフィー患者のための治療法および装置を開発,NASDAQ,2018,399.28,Healthcare
SLF,Sun Life Financial,カナダの国際的な金融サービス会社,NYSE,2000,31528.71,Financial Services
SLGG,Super League Gaming Inc,eスポーツコミュニティとコンテンツプラットフォームを運営している会社。,NASDAQ,2019,124,Communication Services
SLGN,Silgan Holdings Inc,常温保存可能食品などの消費者向け製品用硬質包装材を製造,NASDAQ,1997,4673.19,Consumer Cyclical
SLM,SLM Corp,教育ローン・サービス会社,NASDAQ,1983,6277.83,Financial Services
SLNG,Stabilis Solutions Inc,米国の配電機器メーカー,NASDAQ,2007,131.52,Energy
SLNO,Soleno Therapeutics Inc,ガスフローの定量性に対する独自技術に基づいた診断治療を開発している医療機器メーカー,NASDAQ,2014,90.09,Healthcare
SLP,Simulations Plus Inc,機械学習に基づく技術・ソフトウェアの開発,NASDAQ,1997,1057.64,Healthcare
SLQT,SelectQuote Inc,保険契約比較サイトを運営,NYSE,2020,3231.85,Financial Services
SLRX,Salarius Pharmaceuticals Inc,バイオテクノロジー会社,NASDAQ,2015,54.17,Healthcare
SLS,SELLAS Life Sciences Group Inc,リボ核酸（RNA）関連技術と免疫療法技術を開発するバイオ企業,NASDAQ,2008,162.54,Healthcare
SM,SM Energy Co,米国の石油・天然ガス会社,NYSE,1992,2798.88,Energy
SMAR,Smartsheet A,インターネットソフトウェアソリューションを開発する会社。業務執行と管理のため、クラウドベースのプラットフォームを提供している。,NYSE,2018,7895.35,Technology
SMBC,Southern Missouri Bancorp,Southern Bank持株会社,NASDAQ,1994,400.61,Financial Services
SMBK,SmartFinancial Inc,米国の銀行持株会社,NASDAQ,2003,369.61,Financial Services
SMCI,Super Micro Computer Inc,企業IT、データセンター、クラウドコンピューティングを開発・提供するコンピュータシステムメーカー,NASDAQ,2007,1832.09,Technology
SMED,Sharps Compliance Corp,医薬、有害物質の廃棄物処理サービスを提供している会社,NASDAQ,1999,197.79,Industrials
SMG,Scotts Miracle Gro,米国の園芸用品メーカー。,NYSE,1992,11215.24,Basic Materials
SMHI,SEACOR Marine Holdings Inc,米国の沖合輸送事業持株会社,NYSE,2017,109.36,Industrials
SMMF,Summit Financial Group Inc,子会社を通じて米国のバージニア州、ウェストバージニア州の顧客に幅広い銀行サービスを提供している銀行持株会社。,NASDAQ,2000,307.18,Financial Services
SMMT,Summit Therapeutics Inc,既存疾病または治療法のない疾病の新規治療薬を開発,NASDAQ,2015,777.96,Healthcare
SMP,Standard Motor Products Inc,アフターマーケット向け自動車部品を製造・販売している会社,NYSE,1980,1055.42,Consumer Cyclical
SMPL,Simply Good Foods Co,栄養食品やスナック製品の開発・販売をしている会社,NASDAQ,2017,3276.05,Consumer Defensive
SMSI,Smith Micro Software Inc,モバイルシステムのソフトウエアサービス会社,NASDAQ,1995,276.11,Technology
SMTC,Semtech Corporation,アナログ、ミックスド・シグナル半導体メーカー。,NASDAQ,1980,4366.94,Technology
SNA,Snap-on,工具、機器関連のソリューション会社,NYSE,1973,13754.71,Industrials
SNAP,Snap A,カメラ関連製品、携帯電話用アプリケーションの開発と販売をしている会社,NYSE,2017,95563.83,Communication Services
SNBR,Sleep Number,エアーベッド・マットレスのメーカー,NASDAQ,1998,2728.47,Consumer Cyclical
SNCR,Synchronoss Technologies Inc,トランザクション管理ソリューションのプロバイダー,NASDAQ,2006,133.34,Technology
SND,Smart Sand Inc,北米でプロパント（砂粒上の物質）製品、物流サービスを提供している会社。,NASDAQ,2016,143,Energy
SNDL,Sundial Growers Inc,処方薬、健康のための大麻製品を提供する会社,NASDAQ,2019,2027.4,Healthcare
SNDR,Schneider National Inc B,輸送・物流サービス会社,NYSE,2017,4202.94,Industrials
SNDX,Syndax Pharmaceuticals Inc,バイオ医薬品企業。腫瘍、肺がん、乳がん、血液がんに対する治療を提供する。,NASDAQ,2016,861.24,Healthcare
SNEX,StoneX Group Inc.,コモディティ、通貨、国際証券の取引やアドバイザリーなどを世界各地で提供する金融サービス持株会社。,NASDAQ,1995,1338.99,Financial Services
SNFCA,Security National Financial CorporationA,米国の金融サービス持株会社,NASDAQ,1987,170.71,Financial Services
SNGX,Soligenix Inc,米国のバイオ医薬品企業,NASDAQ,1994,43.29,Healthcare
SNOA,Sonoma Pharmaceuticals,感染症を防ぐ医薬品を製造する医療品メーカー,NASDAQ,2007,16.13,Healthcare
SNOW,Snowflake Inc A,クラウドベースのデータウェアハウスなどを提供,NYSE,2020,71828.81,Technology
SNPS,Synopsys,電子設計自動化ソリューション提供会社,NASDAQ,1992,39040.89,Technology
SNV,Synovus Financial,商業およびリテール銀行業務、投資サービスを提供する金融持株会社,NYSE,1989,7299.23,Financial Services
SNX,SYNNEX Corporation,情報技術（IT）サプライチェーン・サービス会社。OEMメーカーとソフトウエア出版社向けに世界中でサービスを提供。,NYSE,2003,6627.23,Technology
SO,Southern,公益事業持株会社,NYSE,1981,68122.84,Utilities
SOI,Solaris Oilfield Infrastructure Inc A,米国の石油・天然ガス採掘・製造サービス会社,NYSE,2017,501.62,Energy
SOLO,Electrameccanica Vehicles Corp,カナダの電気自動車会社,NASDAQ,2018,486.81,Consumer Cyclical
SOLY,Soliton Inc,米国の医療機器メーカー,NASDAQ,2019,477.82,Healthcare
SON,Sonoco Products Company,世界の企業・個人向けに梱包ソリューションを提供している梱包材メーカー。,NYSE,1980,6783.4,Consumer Cyclical
SONM,Sonim Technologies Inc,米国のスマートフォンおよび付属品販売会社,NASDAQ,2019,32.65,Technology
SONO,Sonos,オーディオ機器メーカー。家庭用のオーディオ製品の製造。,NASDAQ,2018,4414.51,Technology
SP,SP Plus Corp,米国・カナダにおいて、私企業、公企業の顧客向けに、駐車管理、地上輸送とその他の付帯サービスを提供している会社,NASDAQ,2004,755.34,Industrials
SPB,Spectrum Brands Holdings Inc,電池、パーソナルケア製品、小型家電製品、ペット用品などのブランド製品を提供している会社,NYSE,1979,3676.31,Consumer Defensive
SPCB,SuperCom Ltd,政府、民間、公的機関に高度な安全、識別、セキュリティに関する製品およびソリューションを提供している会社,NASDAQ,2005,26.4,Industrials
SPCE,Virgin Galactic Holdings Inc,米国の航空宇宙会社。,NYSE,2017,7553.57,Industrials
SPFI,South Plains Financial Inc,米国の銀行業と保険業を運営している持株会社,NASDAQ,2019,420.24,Financial Services
SPGI,S&P Global,格付けやベンチマーク、分析などの金融情報サービスプロバイダ,NYSE,1973,92645.32,Financial Services
SPKE,Spark Energy Inc A,ガス・電気の個人向け販売事業,NASDAQ,2014,387.57,Utilities
SPLK,Splunk,データ解析ソフトウェアメーカー,NASDAQ,2012,18424.34,Technology
SPNE,SeaSpine Holdings Corp,医療技術会社,NASDAQ,2015,668.53,Healthcare
SPNS,Sapiens International Corp NV,イスラエルに本社を置くケイマン籍のソフトウェアソリューションプロバイダー。,NASDAQ,1998,1511.35,Technology
SPNT,SiriusPoint Ltd,バミューダ籍の保険持株会社,NYSE,2013,1696.7,Financial Services
SPOK,Spok Holdings Inc,ワイヤレス事業とソフトウェア事業を展開する米国の持株会社,NASDAQ,2004,218.67,Communication Services
SPOT,Spotify,2006年にスウェーデン（ルクセンブルク籍）で創業した音楽配信世界最大手。音楽のストリーミング配信サービス、及び同サービスを運営している。,NYSE,2018,45103.27,Communication Services
SPPI,Spectrum Pharmaceuticals Inc,米国の製薬会社,NASDAQ,1996,617.01,Healthcare
SPR,Spirit AeroSystems Holdings A,子会社を通じ、民間・軍用機の航空機構造の設計・製造を手掛ける,NYSE,2006,5324.76,Industrials
SPRO,Spero Therapeutics Inc,米国の教育サービス会社,NASDAQ,2017,421.54,Healthcare
SPRT,Support.com Inc,クラウドベースのサービスとソフトウェアを提供している会社,NASDAQ,2000,82.92,Technology
SPSC,SPS Commerce Inc,サプライチェーン管理ソリューションの米国プロバイダー,NASDAQ,2010,3390.15,Technology
SPT,Sprout Social Inc A,米国のソーシャルメディア（SNS)管理プラットフォーム企業,NASDAQ,2019,3754.67,Technology
SPTN,SpartanNash Co,米国内外の米国軍に提供する食料の収集・配送の支援も手掛ける食品の卸売・小売サービス会社。,NASDAQ,2000,716.47,Consumer Defensive
SPWH,Sportsman's Warehouse Holdings Inc,米国でスポーツ用品店を運営,NASDAQ,2014,785.02,Consumer Cyclical
SPWR,SunPower,太陽光発電製品会社,NASDAQ,2005,3940.38,Technology
SPXC,SPX Corp,発電、化学処理、製薬、建設・インフラなどを手掛ける専門機器メーカー,NYSE,1980,2823.37,Industrials
SQ,Square A,モバイル決済ソリューションを提供している会社,NYSE,2015,97307.8,Technology
SQSP,Squarespace Inc,中小企業や個人がウェブサイト構築し、オンラインストアを立ち上げるためのプラットフォーム,NYSE,2021,7016.13,Technology
SR,Spire Inc,天然ガスの小売流通に関わる公益事業法人。,NYSE,1973,3764.34,Utilities
SRAX,SRAX Inc A,インターネット広告事業会社,NASDAQ,2012,127.76,Communication Services
SRCE,1st Source Corp,銀行持株会社,NASDAQ,1983,1264.45,Financial Services
SRCL,Stericycle,規制対象医療廃棄物の処理サービス会社,NASDAQ,1996,7117.88,Industrials
SRDX,Surmodics Inc,ヘルスケア業界への薬物送達および表面改質技術のプロバイダー,NASDAQ,1998,714.34,Healthcare
SRE,Sempra Energy,エネルギー・サービス持株会社,NYSE,1998,41302.65,Utilities
SREV,ServiceSource International Inc,サービス収益管理会社,NASDAQ,2011,118.77,Technology
SRGA,Surgalign Holdings Inc,脊椎外科を中心に医療テクノロジーのソリューションを提供,NASDAQ,2000,184.31,Healthcare
SRI,Stoneridge Inc,米国の電気・電子部品メーカー,NYSE,1997,859.18,Consumer Cyclical
SRL,Scully Royalty Ltd,統合されたマーチャントバンキング会社として運営されているケイマン籍の会社。,NYSE,1996,180.37,Financial Services
SRNE,Sorrento Therapeutics Inc,バイオ医薬品会社,NASDAQ,2007,2330.98,Healthcare
SRPT,Sarepta Therapeutics,奇病と伝染病両方の治療に用いる独自のRNA（リボ核酸）ベースの治療法発見と開発を手掛けるバイオ医薬品会社。,NASDAQ,1997,5821.15,Healthcare
SRRA,Sierra Oncology Inc,臨床段階のオンコロジー（癌領域）会社,NASDAQ,2015,222.55,Healthcare
SRRK,Scholar Rock Holding,生物医薬品企業として事業を行っている。神経筋障害、ガン、線維症、貧血を含む疾患の治療薬の発見および開発を手掛ける。,NASDAQ,2018,917.51,Healthcare
SRT,StarTek Inc,ビジネス・プロセス・アウトソーシング・サービスを展開する米国企業,NYSE,1997,272.44,Industrials
SSB,South State Corporation,米国の銀行持株会社,NASDAQ,1997,6378.95,Financial Services
SSBI,Summit State Bank,米国の州特許商業銀行,NASDAQ,2006,98.63,Financial Services
SSD,Simpson Manufacturing Co Inc,米国の資材会社,NYSE,1994,4792.59,Industrials
SSNC,SS&C Technologies Holdings Inc,コンピューター・ソフトウエアを開発・販売するソフトウエア会社。,NASDAQ,2010,18730.26,Technology
SSP,The EW Scripps Company A,テレビ局、新聞紙、デジタルの地元ニュースサイトにおける権益を所有するメディア企業,NASDAQ,1988,1711.46,Communication Services
SSRM,SSR Mining Inc,銀鉱山の買収、探査、開発、事業運営に従事している銀採掘業者,NASDAQ,1996,3937.02,Basic Materials
SSTI,Shotspotter Inc,セキュリティ製品とサービスを提供している会社。,NASDAQ,2017,456.99,Technology
SSTK,Shutterstock Inc,米国の写真サイト運営会社,NYSE,2012,3362.35,Communication Services
SSYS,Stratasys,イスラエルの3Dプリンタメーカー,NASDAQ,1994,1495.45,Technology
ST,Sensata Technologies Holding PLC,センサー及び制御機械を開発・製造・販売することにより、工業技術を提供している企業,NYSE,2010,9639.97,Technology
STAA,Staar Surgical Co,眼内に移植可能なレンズを開発、製造、販売している米国の会社。,NASDAQ,1992,6441.51,Healthcare
STBA,S&T Bancorp Inc,銀行持株会社,NASDAQ,1992,1334.33,Financial Services
STC,Stewart Information Services Corp,グローバルタイトル保険・不動産サービス会社,NYSE,1973,1593.12,Financial Services
STCN,Steel Connect Inc,米国のサプライチェーン管理サービス会社,NASDAQ,1994,135.03,Industrials
STE,STERIS PLC,感染予防などの医療製品･サービスを提供している企業,NYSE,1992,16528.41,Healthcare
STFC,State Auto Financial Corp,損害保険持株会社,NASDAQ,1991,814.95,Financial Services
STIM,Neuronetics,精神障害患者の生活の質を向上するための医療機器の開発・製造・販売に従事する医療機器メーカー。,NASDAQ,2018,368.62,Healthcare
STKS,The ONE Group Hospitality Inc,米国のホスピタリティ企業,NASDAQ,2014,325.78,Consumer Cyclical
STL,Sterling Bancorp,傘下の銀行を通じ、総合的な預金業務と資金管理サービスを手掛ける銀行持株会社。,NYSE,1999,5042.24,Financial Services
STLA,Stellantis NV,車両の設計、エンジニアリング、製造、流通、販売を行う,NYSE,2010,65506.37,Consumer Cyclical
STLD,Steel Dynamics,圧延鋼の小規模製鋼所と冷間圧延製鋼所を所有・運営する鉄鋼会社,NASDAQ,1996,13699.66,Basic Materials
STMP,Stamps.com,オンライン切手販売会社。インターネ ットを介して、郵便料金を支払い、郵便料金ラベルを印刷するサービスを提供している。,NASDAQ,1999,3529.36,Technology
STNE,Stoneco Ltd A,ブラジル(ケイマン籍)の電子商取引ソリューションプロバイダー。電子商取引を円滑に行うため、Wi-Fiとデータ対応端末機器を提供する。,NASDAQ,2018,19842.85,Technology
STNG,Scorpio Tankers Inc,モナコの海運会社,NYSE,2010,1247.36,Energy
STOK,Stoke Therapeutics Inc,RNA（リボ核酸）をターゲットとした根本治療法の開発を行うバイオテクノロジー会社,NASDAQ,2019,1369.19,Healthcare
STRA,Strategic Education Inc,社会人向けに、経営、行政、会計、および情報技術分野の大学・大学院課程コースを提供する教育サービス会社。,NASDAQ,1996,1797.81,Consumer Defensive
STRL,Sterling Construction Company Inc,高速道路の舗装をはじめ、橋、上下水道、軽鉄道などの建設が専門。ペット用品、芝生・園芸用品の販売も手掛ける。,NASDAQ,1991,717.73,Industrials
STRO,Sutro Biopharma Inc,バイオ医薬品の開発をしている企業,NASDAQ,2018,849.86,Healthcare
STRR,Star Equity Holdings Inc,医療用画像診断システムの販売をしている会社,NASDAQ,2004,13.7,Healthcare
STRS,Stratus Properties Inc,不動産の取得、開発、管理、運営及び販売に従事している会社,NASDAQ,1992,210.98,Real Estate
STRT,Strattec Security Corp,米国のセキュリティ製品メーカー,NASDAQ,1995,198.8,Consumer Cyclical
STSA,Satsuma Pharmaceuticals Inc,偏頭痛向けの治療薬を開発している米国のバイオ医薬品会社。,NASDAQ,2019,164.27,Healthcare
STT,State Street,機関投資家への情報提供と金融資産管理を世界的に行う会社,NYSE,1980,30221.04,Financial Services
STX,Seagate Technology,アイルランドのハードディスクドライブメーカー,NASDAQ,2002,22685.89,Technology
STXB,Spirit of Texas Bancshares Inc,米国の銀行持株会社,NASDAQ,2018,412.52,Financial Services
STZ,Constellation Brands A,アルコール飲料会社,NYSE,1992,46098.69,Consumer Defensive
SU,Suncor Energy,カナダの総合エネルギー企業,NYSE,1980,38303.57,Energy
SUM,Summit Materials Inc A,米国の建設資材会社,NYSE,2015,4077.19,Basic Materials
SUMO,Sumo Logic Inc,クラウドベースのマシンデータ分析サービスを提供,NASDAQ,2020,2048.94,Technology
SUP,Superior Industries International Inc,相手先商標製品の製造会社(OEM)向けアルミロードホイールの設計・製造をしている会社,NYSE,1980,235.08,Consumer Cyclical
SUPN,Supernus Pharmaceuticals Inc,米国の製薬会社,NASDAQ,2012,1584.2,Healthcare
SURF,Surface Oncology Inc,がん治療における免疫療法を開発,NASDAQ,2018,354.76,Healthcare
SVBI,Severn Bancorp Inc,米国の貯蓄貸付持株会社,NASDAQ,2002,157.24,Financial Services
SVFA,SVF Investment Corp A,ケイマン諸島籍のブランクチェックカンパニー,NASDAQ,2021,744.12,Financial Services
SVMK,SVMK,米国のソフトウェア企業。,NASDAQ,2018,2901.11,Technology
SVRA,Savara Inc,致死性呼吸器疾患の治療法を開発している米国のバイオ医薬品企業,NASDAQ,2017,205.58,Healthcare
SWAV,Shockwave Medical Inc,米国の医療機器メーカー。,NASDAQ,2019,5929.81,Healthcare
SWBI,Smith & Wesson Brands Inc,銃器メーカー,NASDAQ,1999,1142.73,Industrials
SWCH,Switch Inc A,ITサービス持株会社,NYSE,2017,4892.04,Technology
SWIR,Sierra Wireless Inc,ワイヤレス・モバイル通信ソリューションを提供している企業,NASDAQ,2000,589.78,Technology
SWK,Stanley Black & Decker,工具およびソリューションの総合供給会社,NYSE,1980,34374.21,Industrials
SWKH,SWK Holdings Corporation,ライフサイエンス関連の企業、機関および発明者に幅広く資本を提供,NASDAQ,1999,206.65,Financial Services
SWKS,Skyworks Solutions,ワイヤレス半導体メーカー,NASDAQ,1984,28133.5,Technology
SWM,Schweitzer Mauduit International Inc,特殊紙を製造、販売している会社,NYSE,1995,1323.23,Basic Materials
SWN,Southwestern Energy,独立系エネルギー会社。 米国での天然ガスや石油の探査、開発、生産 （E&P） に注力,NYSE,1980,3655.79,Energy
SWTX,SpringWorks Therapeutics Inc,米国のバイオ医薬品メーカー。,NASDAQ,2019,3856.69,Healthcare
SWX,Southwest Gas Holdings Inc,子会社を通じ、天然ガス事業の運営、建設のほか、販売も手掛ける持株会社。,NYSE,1973,3855.93,Utilities
SXC,SunCoke Energy Inc,米国のコークス製造業者,NYSE,2011,635.61,Basic Materials
SXI,Standex International Corp,多様な産業市場区分に一連の製品とサービスを提供するメーカー,NYSE,1973,1219.12,Industrials
SXT,Sensient Technologies,インクジェット・プリンター用インク、化粧品・医療品用添加物、食品・飲料用フレーバーなどを製造している化学品メーカー,NYSE,1980,3759.52,Basic Materials
SYBT,Stock Yards Bancorp Inc,米国の銀行持株会社,NASDAQ,1993,1402.66,Financial Services
SYBX,Synlogic Inc,バイオ医薬品とがん免疫の会社,NASDAQ,2015,190.62,Healthcare
SYF,Synchrony Financial,消費者金融サービス会社,NYSE,2014,28957.81,Financial Services
SYK,Stryker,手術用特殊医療製品を開発、製造、販売,NYSE,1980,94876.45,Healthcare
SYKE,Sykes Enterprises Incorporated,顧客管理用ソリューション・サービス会社。,NASDAQ,1996,1655.98,Technology
SYN,Synthetic Biologics Inc,バイオテクノロジー会社,NYSE American,2006,76.9,Healthcare
SYNA,Synaptics,カスタム設計のユーザー・インター フェース・ソリューションメーカー,NASDAQ,2002,4821.25,Technology
SYNH,Syneos Health Inc A,米国のバイオ医薬品ソリューションの機関を運営。治療の専門知識、バイオ分析ソリューション、臨床開発、医療装置、診断サービスを 提供するほか、商業化も手掛ける。,NASDAQ,2014,8649.01,Healthcare
SYNL,Synalloy Corporation,米国の金属・化学品メーカー,NASDAQ,1980,90.13,Basic Materials
SYRS,Syros Pharmaceuticals Inc,バイオ医薬品会社。がんや免疫介在性疾患の治療薬の開発、遺伝子制御医薬品のパイプライン構築に従事。,NASDAQ,2016,362.49,Healthcare
SYX,Systemax Inc,ブランド製品、プライベートラベル製品等のマルチチャネルマーケター,NYSE,1995,1304.33,Industrials
SYY,Sysco,食品と関連製品の供給会社,NYSE,1973,40727.04,Consumer Defensive
T,AT&T,電話最大手。旧SBCコミュニケーションズ。AT&T Corp買収に伴い社名変更,NYSE,1983,208987.8,Communication Services
TA,TravelCenters of America,主に米国の州間高速自動車道のサービスエリアにおける店舗・ガソリンスタンドのネットワークを運営。,NASDAQ,2007,420.26,Consumer Cyclical
TACO,Del Taco Restaurants Inc,米国で事業を展開しているレストランチェーンを所有・経営している企業。,NASDAQ,2014,368.31,Consumer Cyclical
TACT,TransAct Technologies Inc,トランザクションプリンターの設計・開発・組立・販売・修理をしている会社,NASDAQ,1996,119.75,Technology
TALO,Talos Energy Inc,米国の石油・ガス企業,NYSE,2018,1317.13,Energy
TANH,Tantech Holdings Ltd,バイオテクノロジー会社,NASDAQ,2015,44.51,Consumer Defensive
TAP,Molson Coors Beverage B,ビール会社,NYSE,1975,13038.58,Consumer Defensive
TARA,Protara Therapeutics Inc,希少疾患・特定疾患患者の医療ニーズに応える医薬品を製造するバイオ医薬品会社。,NASDAQ,2014,114.42,Healthcare
TARO,Taro Pharmaceutical Industries Ltd,多国籍（マルチナショナル）製薬会社,NYSE,1982,2774.11,Healthcare
TAST,Carrols Restaurant Group Inc,米国の持株会社,NASDAQ,2006,300.77,Consumer Cyclical
TBBK,The Bancorp Inc,米国の金融持株会社,NASDAQ,2004,1447.8,Financial Services
TBI,TrueBlue Inc,米国の作業職・現場職専門人材派遣会社,NYSE,1994,1005.26,Industrials
TBIO,Translate Bio Inc,米国のバイオ企業,NASDAQ,2018,1397.83,Healthcare
TBK,Triumph Bancorp Inc,米国の金融持株会社。,NASDAQ,2014,2076.81,Financial Services
TBNK,Territorial Bancorp Inc,Territorial Savings Bankを100％所有する貯蓄銀行,NASDAQ,2009,244.36,Financial Services
TBPH,Theravance Biopharma Inc,細菌感染、中枢神経系、呼吸器疾患治療のための研究開発を行うケイマン籍のバイオ医薬品会社,NASDAQ,2014,1081.67,Healthcare
TCBI,Texas Capital Bancshares,銀行持株と金融持株会社。融資、預金口座などの金融商品やサービスを顧客に提供している。,NASDAQ,2003,3520.96,Financial Services
TCBK,TriCo Bancshares,米国の銀行持株会社,NASDAQ,1993,1423.93,Financial Services
TCDA,TRICIDA Inc,米国の医薬品企業,NASDAQ,2018,233.77,Healthcare
TCFC,The Community Financial Corporation,メリーランド州南部で商業銀行業務を行う銀行持株会社,NASDAQ,2006,224.34,Financial Services
TCI,Transcontinental Realty Investors Inc,米国の不動産会社,NYSE,1985,273.78,Real Estate
TCMD,Tactile Systems Technology Inc,米国ヘルスケア分野で事業を展開している医療機器メーカー。,NASDAQ,2016,982.74,Healthcare
TCON,Tracon Pharmaceuticals Inc,がん、加齢黄斑変性、線維性疾患に対する新薬の開発・商品化に従事する臨床バイオ製薬会社。,NASDAQ,2015,91.46,Healthcare
TCRR,TCR2 Therapeutics Inc,バイオ医薬品企業,NASDAQ,2019,692.27,Healthcare
TCS,The Container Store Group Inc,米国の収納用品小売業者,NYSE,2013,658.91,Consumer Cyclical
TCX,Tucows Inc A,米国のインターネットサービス販売会社,NASDAQ,1996,853.78,Technology
TD,Toronto-Dominion Bank,カナダの総合銀行,NYSE,1996,132102.7,Financial Services
TDAC,Trident Acquisitions Corp,米国のブランクチェック・カンパニー(白地小切手会社),NASDAQ,2018,149.6,Financial Services
TDC,Teradata,データ保存ソリューション会社,NYSE,2007,5339.71,Technology
TDG,TransDigm Group,航空部品メーカー,NYSE,2006,36519.71,Industrials
TDOC,Teladoc Health,携帯電話やオンラインビデオを通じた遠隔医療サービスを提供,NYSE,2015,22648.88,Healthcare
TDS,Telephone and Data Systems,携帯電話、市内電話、個人向け通信サービスの分野で事業を展開,NYSE,1981,2995.53,Communication Services
TDW,Tidewater,海上でエネルギー採掘・生産業者へのサービスを提供,NYSE,1980,600.92,Energy
TDY,Teledyne Technologies,米国の航空機エンジン製造会社。,NYSE,1999,19647.5,Technology
TEAM,Atlassian,エンタープライズ向けソフトウェア開発・販売会社,NASDAQ,2015,56484,Technology
TECH,Bio Techne Corp,バイオ製品メーカー。,NASDAQ,1989,16501.75,Healthcare
TECK,Teck Resources B,カナダの総合天然資源グループ,NYSE,2002,13184.55,Basic Materials
TEL,TE Connectivity,スイスに本社を置く世界最大級の電子部品サプライヤー,NYSE,2007,46020.15,Technology
TELA,Tela Bio Inc,医療バイオテクノロジー企業,NASDAQ,2019,188.01,Healthcare
TELL,Tellurian Inc,米国の独立系石油・天然ガス探査・生産会社,NASDAQ,1988,2019.48,Energy
TEN,Tenneco Inc A,米国の自動車部品メーカー,NYSE,1980,1688.56,Consumer Cyclical
TENB,Tenable Holdings,ITサービス持株会社。子会社を通じて、サイバーセキュリティーのリスクを管理および測定するためのソリューションを提供。,NASDAQ,2018,4411.59,Technology
TER,Teradyne,半導体テスト製品メーカー,NASDAQ,1973,21893.91,Technology
TESS,TESSCO Technologies Inc,ワイヤレス通信機器会社。無線通信業を対象に製品と付加価値サービスを提供。,NASDAQ,1994,63.47,Technology
TEX,Terex,エネルギーおよび公益などの業界向けに機器を提供する多角的製造会社,NYSE,1980,3682.65,Industrials
TFC,Truist Financial,銀行持株会社,NYSE,1980,80946.52,Financial Services
TFFP,TFF Pharmaceuticals Inc,米国の初期段階のバイオ医薬品会社,NASDAQ,2019,273.68,Healthcare
